time_seconds,rpm,time
95.753,7019,95753
95.76,7031,95760
95.767,7024,95767
95.773,7024,95773
95.78,6987,95780
95.787,6987,95787
95.793,6987,95793
95.8,7053,95800
95.807,7099,95807
95.813,7099,95813
95.82,7072,95820
95.827,7022,95827
95.833,7022,95833
95.84,6997,95840
95.847,7051,95847
95.853,7051,95853
95.86,7113,95860
95.867,7075,95867
95.873,7075,95873
95.88,7030,95880
95.887,7057,95887
95.893,7057,95893
95.9,7082,95900
95.907,7073,95907
95.913,7073,95913
95.92,7089,95920
95.927,7095,95927
95.933,7095,95933
95.94,7076,95940
95.947,7082,95947
95.953,7082,95953
95.96,7126,95960
95.967,7126,95967
95.973,7126,95973
95.98,7096,95980
95.987,7090,95987
95.993,7090,95993
96,7122,96000
96.007,7150,96007
96.013,7150,96013
96.02,7139,96020
96.027,7111,96027
96.033,7111,96033
96.04,7093,96040
96.047,7116,96047
96.053,7116,96053
96.06,7160,96060
96.067,7159,96067
96.073,7159,96073
96.08,7121,96080
96.087,7114,96087
96.093,7114,96093
96.1,7140,96100
96.107,7163,96107
96.113,7163,96113
96.12,7176,96120
96.127,7154,96127
96.133,7154,96133
96.14,7147,96140
96.147,7166,96147
96.153,7166,96153
96.16,7186,96160
96.167,7182,96167
96.173,7182,96173
96.18,7157,96180
96.187,7162,96187
96.193,7162,96193
96.2,7201,96200
96.207,7224,96207
96.213,7224,96213
96.22,7204,96220
96.227,7187,96227
96.233,7187,96233
96.24,7222,96240
96.247,7243,96247
96.253,7243,96253
96.26,7214,96260
96.267,7189,96267
96.273,7189,96273
96.28,7201,96280
96.287,7231,96287
96.293,7231,96293
96.3,7225,96300
96.307,7211,96307
96.313,7211,96313
96.32,7211,96320
96.327,7230,96327
96.333,7230,96333
96.34,7239,96340
96.347,7224,96347
96.353,7224,96353
96.36,7226,96360
96.367,7258,96367
96.373,7258,96373
96.38,7257,96380
96.387,7255,96387
96.393,7255,96393
96.4,7257,96400
96.407,7265,96407
96.413,7265,96413
96.42,7273,96420
96.427,7272,96427
96.433,7272,96433
96.44,7274,96440
96.447,7279,96447
96.453,7279,96453
96.46,7301,96460
96.467,7289,96467
96.473,7289,96473
96.48,7265,96480
96.487,7279,96487
96.493,7279,96493
96.5,7302,96500
96.507,7310,96507
96.513,7310,96513
96.52,7294,96520
96.527,7287,96527
96.533,7287,96533
96.54,7305,96540
96.547,7312,96547
96.553,7312,96553
96.56,7308,96560
96.567,7325,96567
96.573,7325,96573
96.58,7326,96580
96.587,7315,96587
96.593,7315,96593
96.6,7313,96600
96.607,7324,96607
96.613,7324,96613
96.62,7333,96620
96.627,7343,96627
96.633,7343,96633
96.64,7361,96640
96.647,7363,96647
96.653,7363,96653
96.66,7325,96660
96.667,7304,96667
96.673,7304,96673
96.68,7354,96680
96.687,7375,96687
96.693,7375,96693
96.7,7368,96700
96.707,7355,96707
96.713,7355,96713
96.72,7348,96720
96.727,7369,96727
96.733,7369,96733
96.74,7378,96740
96.747,7361,96747
96.753,7361,96753
96.76,7375,96760
96.767,7385,96767
96.773,7385,96773
96.78,7377,96780
96.787,7392,96787
96.793,7392,96793
96.8,7402,96800
96.807,7399,96807
96.813,7399,96813
96.82,7381,96820
96.827,7371,96827
96.833,7371,96833
96.84,7410,96840
96.847,7443,96847
96.853,7443,96853
96.86,7424,96860
96.867,7391,96867
96.873,7391,96873
96.88,7386,96880
96.887,7414,96887
96.893,7414,96893
96.9,7444,96900
96.907,7431,96907
96.913,7431,96913
96.92,7410,96920
96.927,7408,96927
96.933,7408,96933
96.94,7431,96940
96.947,7460,96947
96.953,7460,96953
96.96,7459,96960
96.967,7436,96967
96.973,7436,96973
96.98,7414,96980
96.987,7427,96987
96.993,7427,96993
97,7492,97000
97.007,7490,97007
97.013,7490,97013
97.02,7434,97020
97.027,7447,97027
97.033,7447,97033
97.04,7478,97040
97.047,7484,97047
97.053,7484,97053
97.06,7465,97060
97.067,7456,97067
97.073,7456,97073
97.08,7458,97080
97.087,7487,97087
97.093,7487,97093
97.1,7510,97100
97.107,7493,97107
97.113,7493,97113
97.12,7473,97120
97.127,7478,97127
97.133,7478,97133
97.14,7496,97140
97.147,7493,97147
97.153,7493,97153
97.16,7507,97160
97.167,7513,97167
97.173,7513,97173
97.18,7497,97180
97.187,7494,97187
97.193,7494,97193
97.2,7526,97200
97.207,7539,97207
97.213,7539,97213
97.22,7529,97220
97.227,7509,97227
97.233,7509,97233
97.24,7518,97240
97.247,7547,97247
97.253,7547,97253
97.26,7549,97260
97.267,7521,97267
97.273,7521,97273
97.28,7505,97280
97.287,7534,97287
97.293,7534,97293
97.3,7574,97300
97.307,7575,97307
97.313,7575,97313
97.32,7541,97320
97.327,7534,97327
97.333,7534,97333
97.34,7550,97340
97.347,7562,97347
97.353,7562,97353
97.36,7560,97360
97.367,7557,97367
97.373,7557,97373
97.38,7557,97380
97.387,7554,97387
97.393,7554,97393
97.4,7582,97400
97.407,7608,97407
97.413,7608,97413
97.42,7588,97420
97.427,7572,97427
97.433,7572,97433
97.44,7589,97440
97.447,7606,97447
97.453,7606,97453
97.46,7607,97460
97.467,7597,97467
97.473,7597,97473
97.48,7578,97480
97.487,7570,97487
97.493,7570,97493
97.5,7616,97500
97.507,7643,97507
97.513,7643,97513
97.52,7614,97520
97.527,7588,97527
97.533,7588,97533
97.54,7592,97540
97.547,7624,97547
97.553,7624,97553
97.56,7648,97560
97.567,7626,97567
97.573,7626,97573
97.58,7597,97580
97.587,7615,97587
97.593,7615,97593
97.6,7643,97600
97.607,7661,97607
97.613,7661,97613
97.62,7639,97620
97.627,7612,97627
97.633,7612,97633
97.64,7627,97640
97.647,7656,97647
97.653,7656,97653
97.66,7684,97660
97.667,7662,97667
97.673,7662,97673
97.68,7623,97680
97.687,7630,97687
97.693,7630,97693
97.7,7663,97700
97.707,7673,97707
97.713,7673,97713
97.72,7676,97720
97.727,7671,97727
97.733,7671,97733
97.74,7650,97740
97.747,7660,97747
97.753,7660,97753
97.76,7695,97760
97.767,7689,97767
97.773,7689,97773
97.78,7682,97780
97.787,7687,97787
97.793,7687,97793
97.8,7685,97800
97.807,7666,97807
97.813,7666,97813
97.82,7682,97820
97.827,7705,97827
97.833,7705,97833
97.84,7718,97840
97.847,7705,97847
97.853,7705,97853
97.86,7675,97860
97.867,7696,97867
97.873,7696,97873
97.88,7727,97880
97.887,7718,97887
97.893,7718,97893
97.9,7706,97900
97.907,7707,97907
97.913,7707,97913
97.92,7724,97920
97.927,7723,97927
97.933,7723,97933
97.94,7724,97940
97.947,7731,97947
97.953,7731,97953
97.96,7747,97960
97.967,7734,97967
97.973,7734,97973
97.98,7725,97980
97.987,7732,97987
97.993,7732,97993
98,7733,98000
98.007,7749,98007
98.013,7749,98013
98.02,7763,98020
98.027,7742,98027
98.033,7742,98033
98.04,7733,98040
98.047,7741,98047
98.053,7741,98053
98.06,7750,98060
98.067,7762,98067
98.073,7762,98073
98.08,7771,98080
98.087,7777,98087
98.093,7777,98093
98.1,7769,98100
98.107,7769,98107
98.113,7769,98113
98.12,7784,98120
98.127,7774,98127
98.133,7774,98133
98.14,7776,98140
98.147,7772,98147
98.153,7772,98153
98.16,7777,98160
98.167,7789,98167
98.173,7789,98173
98.18,7787,98180
98.187,7799,98187
98.193,7799,98193
98.2,7811,98200
98.207,7789,98207
98.213,7789,98213
98.22,7772,98220
98.227,7787,98227
98.233,7787,98233
98.24,7823,98240
98.247,7825,98247
98.253,7825,98253
98.26,7791,98260
98.267,7788,98267
98.273,7788,98273
98.28,7815,98280
98.287,7787,98287
98.293,7787,98293
98.3,7491,98300
98.307,7355,98307
98.313,7355,98313
98.32,7373,98320
98.327,7363,98327
98.333,7363,98333
98.34,7065,98340
98.347,6825,98347
98.353,6825,98353
98.36,6825,98360
98.367,6919,98367
98.373,6919,98373
98.38,7076,98380
98.387,7107,98387
98.393,7107,98393
98.4,7036,98400
98.407,6887,98407
98.413,6887,98413
98.42,6834,98420
98.427,6924,98427
98.433,6924,98433
98.44,7075,98440
98.447,7061,98447
98.453,7061,98453
98.46,6919,98460
98.467,6925,98467
98.473,6925,98473
98.48,7060,98480
98.487,7069,98487
98.493,7069,98493
98.5,6941,98500
98.507,6886,98507
98.513,6886,98513
98.52,6959,98520
98.527,7041,98527
98.533,7041,98533
98.54,7023,98540
98.547,6934,98547
98.553,6934,98553
98.56,6921,98560
98.567,6994,98567
98.573,6994,98573
98.58,7048,98580
98.587,7018,98587
98.593,7018,98593
98.6,6958,98600
98.607,6963,98607
98.613,6963,98613
98.62,7035,98620
98.627,7039,98627
98.633,7039,98633
98.64,6997,98640
98.647,6972,98647
98.653,6972,98653
98.66,7002,98660
98.667,7058,98667
98.673,7058,98673
98.68,7042,98680
98.687,6995,98687
98.693,6995,98693
98.7,6959,98700
98.707,7022,98707
98.713,7022,98713
98.72,7090,98720
98.727,7049,98727
98.733,7049,98733
98.74,6962,98740
98.747,6986,98747
98.753,6986,98753
98.76,7098,98760
98.767,7093,98767
98.773,7093,98773
98.78,7002,98780
98.787,6982,98787
98.793,6982,98793
98.8,7055,98800
98.807,7095,98807
98.813,7095,98813
98.82,7048,98820
98.827,6983,98827
98.833,6983,98833
98.84,7027,98840
98.847,7092,98847
98.853,7092,98853
98.86,7086,98860
98.867,7032,98867
98.873,7032,98873
98.88,7033,98880
98.887,7099,98887
98.893,7099,98893
98.9,7090,98900
98.907,7050,98907
98.913,7050,98913
98.92,7020,98920
98.927,7057,98927
98.933,7057,98933
98.94,7130,98940
98.947,7106,98947
98.953,7106,98953
98.96,7032,98960
98.967,7037,98967
98.973,7037,98973
98.98,7102,98980
98.987,7128,98987
98.993,7128,98993
99,7100,99000
99.007,7064,99007
99.013,7064,99013
99.02,7072,99020
99.027,7095,99027
99.033,7095,99033
99.04,7106,99040
99.047,7105,99047
99.053,7105,99053
99.06,7103,99060
99.067,7089,99067
99.073,7089,99073
99.08,7095,99080
99.087,7103,99087
99.093,7103,99093
99.1,7118,99100
99.107,7114,99107
99.113,7114,99113
99.12,7100,99120
99.127,7120,99127
99.133,7120,99133
99.14,7120,99140
99.147,7114,99147
99.153,7114,99153
99.16,7124,99160
99.167,7132,99167
99.173,7132,99173
99.18,7137,99180
99.187,7127,99187
99.193,7127,99193
99.2,7117,99200
99.207,7120,99207
99.213,7120,99213
99.22,7141,99220
99.227,7144,99227
99.233,7144,99233
99.24,7147,99240
99.247,7149,99247
99.253,7149,99253
99.26,7142,99260
99.267,7131,99267
99.273,7131,99273
99.28,7151,99280
99.287,7185,99287
99.293,7185,99293
99.3,7171,99300
99.307,7132,99307
99.313,7132,99313
99.32,7138,99320
99.327,7171,99327
99.333,7171,99333
99.34,7187,99340
99.347,7151,99347
99.353,7151,99353
99.36,7128,99360
99.367,7156,99367
99.373,7156,99373
99.38,7175,99380
99.387,7181,99387
99.393,7181,99393
99.4,7186,99400
99.407,7172,99407
99.413,7172,99413
99.42,7173,99420
99.427,7177,99427
99.433,7177,99433
99.44,7193,99440
99.447,7194,99447
99.453,7194,99453
99.46,7161,99460
99.467,7165,99467
99.473,7165,99473
99.48,7216,99480
99.487,7223,99487
99.493,7223,99493
99.5,7174,99500
99.507,7159,99507
99.513,7159,99513
99.52,7203,99520
99.527,7225,99527
99.533,7225,99533
99.54,7208,99540
99.547,7187,99547
99.553,7187,99553
99.56,7213,99560
99.567,7230,99567
99.573,7230,99573
99.58,7218,99580
99.587,7197,99587
99.593,7197,99593
99.6,7204,99600
99.607,7207,99607
99.613,7207,99613
99.62,7234,99620
99.627,7237,99627
99.633,7237,99633
99.64,7208,99640
99.647,7210,99647
99.653,7210,99653
99.66,7242,99660
99.667,7249,99667
99.673,7249,99673
99.68,7220,99680
99.687,7216,99687
99.693,7216,99693
99.7,7256,99700
99.707,7257,99707
99.713,7257,99713
99.72,7210,99720
99.727,7227,99727
99.733,7227,99733
99.74,7272,99740
99.747,7262,99747
99.753,7262,99753
99.76,7223,99760
99.767,7225,99767
99.773,7225,99773
99.78,7245,99780
99.787,7261,99787
99.793,7261,99793
99.8,7277,99800
99.807,7264,99807
99.813,7264,99813
99.82,7240,99820
99.827,7251,99827
99.833,7251,99833
99.84,7273,99840
99.847,7284,99847
99.853,7284,99853
99.86,7252,99860
99.867,7237,99867
99.873,7237,99873
99.88,7274,99880
99.887,7285,99887
99.893,7285,99893
99.9,7267,99900
99.907,7254,99907
99.913,7254,99913
99.92,7292,99920
99.927,7296,99927
99.933,7296,99933
99.94,7285,99940
99.947,7275,99947
99.953,7275,99953
99.96,7274,99960
99.967,7284,99967
99.973,7284,99973
99.98,7319,99980
99.987,7301,99987
99.993,7301,99993
100,7273,100000
100.007,7285,100007
100.013,7285,100013
100.02,7315,100020
100.027,7314,100027
100.033,7314,100033
100.04,7291,100040
100.047,7288,100047
100.053,7288,100053
100.06,7313,100060
100.067,7328,100067
100.073,7328,100073
100.08,7314,100080
100.087,7283,100087
100.093,7283,100093
100.1,7294,100100
100.107,7333,100107
100.113,7333,100113
100.12,7344,100120
100.127,7305,100127
100.133,7305,100133
100.14,7303,100140
100.147,7330,100147
100.153,7330,100153
100.16,7327,100160
100.167,7307,100167
100.173,7307,100173
100.18,7324,100180
100.187,7350,100187
100.193,7350,100193
100.2,7351,100200
100.207,7325,100207
100.213,7325,100213
100.22,7311,100220
100.227,7343,100227
100.233,7343,100233
100.24,7365,100240
100.247,7348,100247
100.253,7348,100253
100.26,7320,100260
100.267,7341,100267
100.273,7341,100273
100.28,7371,100280
100.287,7354,100287
100.293,7354,100293
100.3,7324,100300
100.307,7337,100307
100.313,7337,100313
100.32,7356,100320
100.327,7373,100327
100.333,7373,100333
100.34,7369,100340
100.347,7330,100347
100.353,7330,100353
100.36,7338,100360
100.367,7385,100367
100.373,7385,100373
100.38,7373,100380
100.387,7344,100387
100.393,7344,100393
100.4,7357,100400
100.407,7372,100407
100.413,7372,100413
100.42,7376,100420
100.427,7388,100427
100.433,7388,100433
100.44,7377,100440
100.447,7371,100447
100.453,7371,100453
100.46,7371,100460
100.467,7382,100467
100.473,7382,100473
100.48,7415,100480
100.487,7396,100487
100.493,7396,100493
100.5,7351,100500
100.507,7359,100507
100.513,7359,100513
100.52,7397,100520
100.527,7405,100527
100.533,7405,100533
100.54,7377,100540
100.547,7389,100547
100.553,7389,100553
100.56,7406,100560
100.567,7401,100567
100.573,7401,100573
100.58,7401,100580
100.587,7406,100587
100.593,7406,100593
100.6,7403,100600
100.607,7404,100607
100.613,7404,100613
100.62,7410,100620
100.627,7406,100627
100.633,7406,100633
100.64,7394,100640
100.647,7395,100647
100.653,7395,100653
100.66,7417,100660
100.667,7423,100667
100.673,7423,100673
100.68,7407,100680
100.687,7413,100687
100.693,7413,100693
100.7,7433,100700
100.707,7438,100707
100.713,7438,100713
100.72,7425,100720
100.727,7417,100727
100.733,7417,100733
100.74,7433,100740
100.747,7439,100747
100.753,7439,100753
100.76,7418,100760
100.767,7435,100767
100.773,7435,100773
100.78,7449,100780
100.787,7428,100787
100.793,7428,100793
100.8,7408,100800
100.807,7428,100807
100.813,7428,100813
100.82,7457,100820
100.827,7453,100827
100.833,7453,100833
100.84,7428,100840
100.847,7420,100847
100.853,7420,100853
100.86,7464,100860
100.867,7484,100867
100.873,7484,100873
100.88,7446,100880
100.887,7424,100887
100.893,7424,100893
100.9,7441,100900
100.907,7472,100907
100.913,7472,100913
100.92,7464,100920
100.927,7441,100927
100.933,7441,100933
100.94,7448,100940
100.947,7462,100947
100.953,7462,100953
100.96,7465,100960
100.967,7460,100967
100.973,7460,100973
100.98,7461,100980
100.987,7459,100987
100.993,7459,100993
101,7476,101000
101.007,7475,101007
101.013,7475,101013
101.02,7474,101020
101.027,7477,101027
101.033,7477,101033
101.04,7478,101040
101.047,7472,101047
101.053,7472,101053
101.06,7473,101060
101.067,7500,101067
101.073,7500,101073
101.08,7494,101080
101.087,7455,101087
101.093,7455,101093
101.1,7471,101100
101.107,7519,101107
101.113,7519,101113
101.12,7506,101120
101.127,7458,101127
101.133,7458,101133
101.14,7461,101140
101.147,7511,101147
101.153,7511,101153
101.16,7532,101160
101.167,7504,101167
101.173,7504,101173
101.18,7467,101180
101.187,7494,101187
101.193,7494,101193
101.2,7536,101200
101.207,7511,101207
101.213,7511,101213
101.22,7475,101220
101.227,7501,101227
101.233,7501,101233
101.24,7529,101240
101.247,7507,101247
101.253,7507,101253
101.26,7483,101260
101.267,7499,101267
101.273,7499,101273
101.28,7529,101280
101.287,7527,101287
101.293,7527,101293
101.3,7505,101300
101.307,7499,101307
101.313,7499,101313
101.32,7518,101320
101.327,7541,101327
101.333,7541,101333
101.34,7542,101340
101.347,7516,101347
101.353,7516,101353
101.36,7516,101360
101.367,7535,101367
101.373,7535,101373
101.38,7539,101380
101.387,7537,101387
101.393,7537,101393
101.4,7503,101400
101.407,7519,101407
101.413,7519,101413
101.42,7569,101420
101.427,7536,101427
101.433,7536,101433
101.44,7493,101440
101.447,7543,101447
101.453,7543,101453
101.46,7565,101460
101.467,7532,101467
101.473,7532,101473
101.48,7520,101480
101.487,7539,101487
101.493,7539,101493
101.5,7570,101500
101.507,7553,101507
101.513,7553,101513
101.52,7529,101520
101.527,7546,101527
101.533,7546,101533
101.54,7569,101540
101.547,7561,101547
101.553,7561,101553
101.56,7533,101560
101.567,7534,101567
101.573,7534,101573
101.58,7572,101580
101.587,7572,101587
101.593,7572,101593
101.6,7555,101600
101.607,7546,101607
101.613,7546,101613
101.62,7553,101620
101.627,7560,101627
101.633,7560,101633
101.64,7558,101640
101.647,7560,101647
101.653,7560,101653
101.66,7568,101660
101.667,7570,101667
101.673,7570,101673
101.68,7569,101680
101.687,7563,101687
101.693,7563,101693
101.7,7560,101700
101.707,7574,101707
101.713,7574,101713
101.72,7588,101720
101.727,7581,101727
101.733,7581,101733
101.74,7575,101740
101.747,7570,101747
101.753,7570,101753
101.76,7574,101760
101.767,7583,101767
101.773,7583,101773
101.78,7582,101780
101.787,7562,101787
101.793,7562,101793
101.8,7575,101800
101.807,7618,101807
101.813,7618,101813
101.82,7600,101820
101.827,7564,101827
101.833,7564,101833
101.84,7580,101840
101.847,7612,101847
101.853,7612,101853
101.86,7603,101860
101.867,7588,101867
101.873,7588,101873
101.88,7591,101880
101.887,7606,101887
101.893,7606,101893
101.9,7602,101900
101.907,7596,101907
101.913,7596,101913
101.92,7600,101920
101.927,7604,101927
101.933,7604,101933
101.94,7620,101940
101.947,7605,101947
101.953,7605,101953
101.96,7592,101960
101.967,7615,101967
101.973,7615,101973
101.98,7609,101980
101.987,7602,101987
101.993,7602,101993
102,7618,102000
102.007,7632,102007
102.013,7632,102013
102.02,7609,102020
102.027,7588,102027
102.033,7588,102033
102.04,7611,102040
102.047,7642,102047
102.053,7642,102053
102.06,7640,102060
102.067,7595,102067
102.073,7595,102073
102.08,7595,102080
102.087,7639,102087
102.093,7639,102093
102.1,7656,102100
102.107,7629,102107
102.113,7629,102113
102.12,7605,102120
102.127,7621,102127
102.133,7621,102133
102.14,7649,102140
102.147,7642,102147
102.153,7642,102153
102.16,7622,102160
102.167,7623,102167
102.173,7623,102173
102.18,7636,102180
102.187,7645,102187
102.193,7645,102193
102.2,7639,102200
102.207,7627,102207
102.213,7627,102213
102.22,7632,102220
102.227,7645,102227
102.233,7645,102233
102.24,7640,102240
102.247,7645,102247
102.253,7645,102253
102.26,7649,102260
102.267,7630,102267
102.273,7630,102273
102.28,7642,102280
102.287,7671,102287
102.293,7671,102293
102.3,7657,102300
102.307,7637,102307
102.313,7637,102313
102.32,7649,102320
102.327,7662,102327
102.333,7662,102333
102.34,7664,102340
102.347,7660,102347
102.353,7660,102353
102.36,7651,102360
102.367,7653,102367
102.373,7653,102373
102.38,7668,102380
102.387,7670,102387
102.393,7670,102393
102.4,7666,102400
102.407,7656,102407
102.413,7656,102413
102.42,7667,102420
102.427,7678,102427
102.433,7678,102433
102.44,7669,102440
102.447,7655,102447
102.453,7655,102453
102.46,7678,102460
102.467,7698,102467
102.473,7698,102473
102.48,7668,102480
102.487,7649,102487
102.493,7649,102493
102.5,7676,102500
102.507,7692,102507
102.513,7692,102513
102.52,7675,102520
102.527,7651,102527
102.533,7651,102533
102.54,7668,102540
102.547,7704,102547
102.553,7704,102553
102.56,7705,102560
102.567,7694,102567
102.573,7694,102573
102.58,7711,102580
102.587,7707,102587
102.593,7707,102593
102.6,7696,102600
102.607,7695,102607
102.613,7695,102613
102.62,7687,102620
102.627,7688,102627
102.633,7688,102633
102.64,7709,102640
102.647,7697,102647
102.653,7697,102653
102.66,7685,102660
102.667,7678,102667
102.673,7678,102673
102.68,7684,102680
102.687,7716,102687
102.693,7716,102693
102.7,7700,102700
102.707,7691,102707
102.713,7691,102713
102.72,7710,102720
102.727,7722,102727
102.733,7722,102733
102.74,7726,102740
102.747,7719,102747
102.753,7719,102753
102.76,7710,102760
102.767,7707,102767
102.773,7707,102773
102.78,7709,102780
102.787,7723,102787
102.793,7723,102793
102.8,7718,102800
102.807,7702,102807
102.813,7702,102813
102.82,7717,102820
102.827,7723,102827
102.833,7723,102833
102.84,7727,102840
102.847,7731,102847
102.853,7731,102853
102.86,7722,102860
102.867,7720,102867
102.873,7720,102873
102.88,7722,102880
102.887,7730,102887
102.893,7730,102893
102.9,7725,102900
102.907,7721,102907
102.913,7721,102913
102.92,7726,102920
102.927,7724,102927
102.933,7724,102933
102.94,7716,102940
102.947,7703,102947
102.953,7703,102953
102.96,7738,102960
102.967,7752,102967
102.973,7752,102973
102.98,7723,102980
102.987,7699,102987
102.993,7699,102993
103,7722,103000
103.007,7764,103007
103.013,7764,103013
103.02,7757,103020
103.027,7746,103027
103.033,7746,103033
103.04,7742,103040
103.047,7748,103047
103.053,7748,103053
103.06,7774,103060
103.067,7756,103067
103.073,7756,103073
103.08,7725,103080
103.087,7742,103087
103.093,7742,103093
103.1,7762,103100
103.107,7757,103107
103.113,7757,103113
103.12,7742,103120
103.127,7738,103127
103.133,7738,103133
103.14,7740,103140
103.147,7748,103147
103.153,7748,103153
103.16,7764,103160
103.167,7756,103167
103.173,7756,103173
103.18,7737,103180
103.187,7743,103187
103.193,7743,103193
103.2,7750,103200
103.207,7754,103207
103.213,7754,103213
103.22,7741,103220
103.227,7724,103227
103.233,7724,103233
103.24,7752,103240
103.247,7793,103247
103.253,7793,103253
103.26,7776,103260
103.267,7754,103267
103.273,7754,103273
103.28,7743,103280
103.287,7779,103287
103.293,7779,103293
103.3,7804,103300
103.307,7626,103307
103.313,7626,103313
103.32,7371,103320
103.327,7364,103327
103.333,7364,103333
103.34,7400,103340
103.347,7426,103347
103.353,7426,103353
103.36,7477,103360
103.367,7545,103367
103.373,7545,103373
103.38,7397,103380
103.387,6942,103387
103.393,6942,103393
103.4,6751,103400
103.407,6942,103407
103.413,6942,103413
103.42,7042,103420
103.427,6938,103427
103.433,6938,103433
103.44,6848,103440
103.447,6894,103447
103.453,6894,103453
103.46,7019,103460
103.467,7070,103467
103.473,7070,103473
103.48,6961,103480
103.487,6891,103487
103.493,6891,103493
103.5,6929,103500
103.507,6981,103507
103.513,6981,103513
103.52,6934,103520
103.527,6901,103527
103.533,6901,103533
103.54,6948,103540
103.547,6966,103547
103.553,6966,103553
103.56,6929,103560
103.567,6885,103567
103.573,6885,103573
103.58,6933,103580
103.587,6980,103587
103.593,6980,103593
103.6,6940,103600
103.607,6938,103607
103.613,6938,103613
103.62,6961,103620
103.627,6955,103627
103.633,6955,103633
103.64,6965,103640
103.647,6960,103647
103.653,6960,103653
103.66,6941,103660
103.667,6929,103667
103.673,6929,103673
103.68,6948,103680
103.687,6982,103687
103.693,6982,103693
103.7,6948,103700
103.707,6922,103707
103.713,6922,103713
103.72,6977,103720
103.727,6993,103727
103.733,6993,103733
103.74,6931,103740
103.747,6921,103747
103.753,6921,103753
103.76,6983,103760
103.767,7005,103767
103.773,7005,103773
103.78,6972,103780
103.787,6949,103787
103.793,6949,103793
103.8,6955,103800
103.807,6980,103807
103.813,6980,103813
103.82,6991,103820
103.827,6960,103827
103.833,6960,103833
103.84,6947,103840
103.847,6975,103847
103.853,6975,103853
103.86,6988,103860
103.867,6965,103867
103.873,6965,103873
103.88,6925,103880
103.887,6943,103887
103.893,6943,103893
103.9,7013,103900
103.907,7002,103907
103.913,7002,103913
103.92,6936,103920
103.927,6952,103927
103.933,6952,103933
103.94,7027,103940
103.947,6993,103947
103.953,6993,103953
103.96,6914,103960
103.967,6956,103967
103.973,6956,103973
103.98,7055,103980
103.987,7001,103987
103.993,7001,103993
104,6938,104000
104.007,6984,104007
104.013,6984,104013
104.02,7049,104020
104.027,6995,104027
104.033,6995,104033
104.04,6962,104040
104.047,6997,104047
104.053,6997,104053
104.06,7017,104060
104.067,6982,104067
104.073,6982,104073
104.08,6950,104080
104.087,6970,104087
104.093,6970,104093
104.1,6994,104100
104.107,7001,104107
104.113,7001,104113
104.12,6993,104120
104.127,6978,104127
104.133,6978,104133
104.14,6973,104140
104.147,6999,104147
104.153,6999,104153
104.16,7003,104160
104.167,6979,104167
104.173,6979,104173
104.18,6994,104180
104.187,7017,104187
104.193,7017,104193
104.2,7017,104200
104.207,7004,104207
104.213,7004,104213
104.22,7001,104220
104.227,6999,104227
104.233,6999,104233
104.24,6999,104240
104.247,7004,104247
104.253,7004,104253
104.26,6998,104260
104.267,7013,104267
104.273,7013,104273
104.28,7014,104280
104.287,6993,104287
104.293,6993,104293
104.3,6992,104300
104.307,7024,104307
104.313,7024,104313
104.32,7033,104320
104.327,7000,104327
104.333,7000,104333
104.34,6996,104340
104.347,7024,104347
104.353,7024,104353
104.36,7007,104360
104.367,6988,104367
104.373,6988,104373
104.38,7017,104380
104.387,7035,104387
104.393,7035,104393
104.4,7017,104400
104.407,6990,104407
104.413,6990,104413
104.42,7003,104420
104.427,7025,104427
104.433,7025,104433
104.44,7045,104440
104.447,7018,104447
104.453,7018,104453
104.46,6991,104460
104.467,7035,104467
104.473,7035,104473
104.48,7067,104480
104.487,7018,104487
104.493,7018,104493
104.5,6994,104500
104.507,7031,104507
104.513,7031,104513
104.52,7038,104520
104.527,7017,104527
104.533,7017,104533
104.54,6992,104540
104.547,7026,104547
104.553,7026,104553
104.56,7058,104560
104.567,7022,104567
104.573,7022,104573
104.58,7005,104580
104.587,7023,104587
104.593,7023,104593
104.6,7050,104600
104.607,7043,104607
104.613,7043,104613
104.62,7023,104620
104.627,7038,104627
104.633,7038,104633
104.64,7048,104640
104.647,7030,104647
104.653,7030,104653
104.66,7031,104660
104.667,7057,104667
104.673,7057,104673
104.68,7050,104680
104.687,7018,104687
104.693,7018,104693
104.7,7019,104700
104.707,7050,104707
104.713,7050,104713
104.72,7048,104720
104.727,7035,104727
104.733,7035,104733
104.74,7027,104740
104.747,7029,104747
104.753,7029,104753
104.76,7045,104760
104.767,7047,104767
104.773,7047,104773
104.78,7062,104780
104.787,7060,104787
104.793,7060,104793
104.8,7023,104800
104.807,7029,104807
104.813,7029,104813
104.82,7065,104820
104.827,7055,104827
104.833,7055,104833
104.84,7036,104840
104.847,7053,104847
104.853,7053,104853
104.86,7052,104860
104.867,7026,104867
104.873,7026,104873
104.88,7072,104880
104.887,7093,104887
104.893,7093,104893
104.9,7055,104900
104.907,7045,104907
104.913,7045,104913
104.92,7070,104920
104.927,7060,104927
104.933,7060,104933
104.94,7045,104940
104.947,7062,104947
104.953,7062,104953
104.96,7085,104960
104.967,7064,104967
104.973,7064,104973
104.98,7038,104980
104.987,7051,104987
104.993,7051,104993
105,7076,105000
105.007,7056,105007
105.013,7056,105013
105.02,7062,105020
105.027,7072,105027
105.033,7072,105033
105.04,7067,105040
105.047,7067,105047
105.053,7067,105053
105.06,7077,105060
105.067,7079,105067
105.073,7079,105073
105.08,7067,105080
